name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,group_plat,ventas_totales
monopoly streets,PS3,2010,Misc,0.16,0.17,0.0,0.06,64.0,61.0,E,play,0.39
super fire prowrestling,SNES,1991,Fighting,0.0,0.0,0.39,0.0,,,,nintendo,0.39
cabela's dangerous hunts 2,PS2,2005,Sports,0.19,0.15,0.0,0.05,,56.0,T,play,0.39
condemned 2: bloodshot,PS3,2008,Action,0.17,0.16,0.0,0.06,82.0,81.0,M,play,0.39
disney princess: enchanting storybooks,Wii,2011,Misc,0.25,0.1,0.0,0.03,,,E,nintendo,0.38
chessmaster,PS2,2003,Misc,0.19,0.15,0.0,0.05,79.0,73.0,E,play,0.39
fatal fury,SNES,1992,Fighting,0.0,0.0,0.39,0.0,,,,nintendo,0.39
from tv animation one piece: yume no lufy kaizokudan tanjou!,GB,2001,Role-Playing,0.0,0.0,0.39,0.0,,,,nintendo,0.39
the darkness ii,X360,2012,Shooter,0.24,0.11,0.0,0.03,80.0,75.0,M,xbox,0.38
ice age 2: the meltdown,PS2,2006,Platform,0.19,0.15,0.0,0.05,68.0,80.0,E10+,play,0.39
the sims 2,GBA,2005,Simulation,0.28,0.1,0.0,0.01,58.0,75.0,E10+,nintendo,0.39
hitman: blood money,X360,2006,Action,0.29,0.06,0.01,0.03,82.0,87.0,M,xbox,0.39
super famista 3,SNES,1994,Sports,0.0,0.0,0.39,0.0,,,,nintendo,0.39
advance wars: dual strike,DS,2005,Strategy,0.3,0.02,0.04,0.03,90.0,90.0,E,nintendo,0.39
auto modellista,PS2,2002,Racing,0.19,0.15,0.0,0.05,66.0,75.0,E,play,0.39
wipeout 3 the game,Wii,2012,Action,0.36,0.0,0.0,0.03,,,,nintendo,0.39
mlb 15: the show,PS3,2015,Sports,0.31,0.01,0.0,0.07,,82.0,E,play,0.39
tom clancy's ghost recon 2: summit strike,XB,2005,Shooter,0.29,0.08,0.0,0.01,84.0,72.0,T,xbox,0.38
tiger woods pga tour 08,PS2,2007,Sports,0.19,0.15,0.0,0.05,65.0,,E,play,0.39
f1 2016 (codemasters),PS4,2016,Racing,0.03,0.29,0.01,0.05,,,,play,0.38
just dance 2015,PS4,2014,Misc,0.19,0.13,0.0,0.07,72.0,58.0,E10+,play,0.39
samurai warriors chronicles,3DS,2011,Action,0.12,0.05,0.2,0.01,61.0,77.0,T,nintendo,0.38
karaoke revolution presents american idol encore,PS2,2008,Misc,0.19,0.15,0.0,0.05,76.0,,E,play,0.39
airlock,2600,1981,Action,0.36,0.02,0.0,0.0,,,,otros,0.38
tokimeki memorial 2,PS,1999,Simulation,0.0,0.0,0.36,0.03,,,,play,0.39
hooked! again: real motion fishing,Wii,2009,Sports,0.36,0.0,0.0,0.03,,,,nintendo,0.39
spongebob vs the big one: beach party cook off,DS,2009,Adventure,0.24,0.11,0.0,0.04,,,E,nintendo,0.39
one piece: unlimited world red,3DS,2013,Action,0.05,0.04,0.28,0.01,75.0,76.0,T,nintendo,0.38
ea sports active 2,X360,2010,Sports,0.18,0.16,0.0,0.04,68.0,54.0,E,xbox,0.38
motogp 08,PS3,2008,Racing,0.07,0.24,0.0,0.08,65.0,60.0,E,play,0.39
red faction: armageddon,X360,2011,Shooter,0.18,0.16,0.01,0.04,71.0,70.0,M,xbox,0.39
harry potter: quidditch world cup,GBA,2003,Sports,0.28,0.1,0.0,0.01,53.0,83.0,E,nintendo,0.39
dungeon siege iii,PS3,2011,Role-Playing,0.17,0.13,0.03,0.05,71.0,63.0,T,play,0.38
evil dead: fistfull of boomstick,PS2,2003,Action,0.19,0.15,0.0,0.05,,,,play,0.39
triple play 97,PS,1996,Sports,0.21,0.15,0.0,0.03,,,,play,0.39
sonic & all-stars racing transformed,PSV,2012,Racing,0.09,0.2,0.0,0.09,,,,play,0.38
super soccer,SNES,1991,Sports,0.0,0.0,0.38,0.0,,,,nintendo,0.38
shin megami tensei: nocturne,PS2,2003,Role-Playing,0.07,0.05,0.25,0.02,82.0,87.0,M,play,0.39
wario land ii (gbc),GB,1998,Platform,0.0,0.0,0.38,0.0,,,,nintendo,0.38
san francisco rush: extreme racing,PS,1997,Racing,0.21,0.15,0.0,0.03,,,,play,0.39
bakusou dekotora densetsu: otoko ippiki yume kaidoi,PS,1998,Racing,0.0,0.0,0.36,0.03,,,,play,0.39
farming simulator 2013,X360,2013,Simulation,0.22,0.13,0.0,0.04,33.0,62.0,E,xbox,0.39
espn college hoops 2k5,XB,2004,Sports,0.29,0.08,0.0,0.01,86.0,83.0,E,xbox,0.38
looney tunes: acme arsenal,PS2,2007,Action,0.19,0.15,0.0,0.05,38.0,39.0,E10+,play,0.39
sd gundam g generation spirits,PS2,2007,Strategy,0.0,0.0,0.38,0.0,,,,play,0.38
dance party: pop hits,Wii,2009,Misc,0.0,0.36,0.0,0.02,,,,nintendo,0.38
marvel: ultimate alliance,PS3,2006,Role-Playing,0.33,0.02,0.0,0.03,78.0,76.0,T,play,0.38
the cat in the hat,GBA,2005,Platform,0.27,0.1,0.0,0.01,,,,nintendo,0.38
diner dash: sizzle & serve,DS,2007,Puzzle,0.33,0.02,0.0,0.03,,,,nintendo,0.38
shin megami tensei: devil survivor overclocked,3DS,2011,Role-Playing,0.28,0.01,0.06,0.03,78.0,82.0,T,nintendo,0.38
nfl gameday 2002,PS2,2001,Sports,0.19,0.15,0.0,0.05,51.0,46.0,E,play,0.39
naruto: clash of ninja revolution 2,Wii,2008,Fighting,0.34,0.02,0.0,0.03,72.0,84.0,T,nintendo,0.39
turok: evolution,GC,2002,Shooter,0.3,0.08,0.0,0.01,70.0,70.0,M,nintendo,0.39
ncaa football 08,PS3,2007,Sports,0.35,0.0,0.0,0.03,77.0,79.0,E,play,0.38
jam sessions: sing and play guitar (us sales),DS,2007,Misc,0.38,0.0,0.0,0.0,,,,nintendo,0.38
mobile suit gundam: giren no yabou zeon dokuritsu sensouden,PS2,2002,Strategy,0.0,0.0,0.38,0.0,,,,play,0.38
ice age,GBA,2002,Action,0.27,0.1,0.0,0.01,47.0,,E,nintendo,0.38
sega superstars tennis,PS2,2008,Sports,0.1,0.0,0.0,0.28,70.0,83.0,E10+,play,0.38
headhunter,PS2,2002,Action,0.19,0.15,0.0,0.05,74.0,78.0,M,play,0.39
fifa 14,Wii,2013,Sports,0.0,0.36,0.0,0.02,,43.0,E,nintendo,0.38
yoshi touch & go,DS,2005,Platform,0.34,0.02,0.0,0.03,,,,nintendo,0.39
viking: battle for asgard,PS3,2008,Action,0.14,0.17,0.0,0.07,65.0,74.0,M,play,0.38
rock band 4,PS4,2015,Misc,0.26,0.05,0.0,0.07,78.0,63.0,T,play,0.38
shin megami tensei: devil summoner,SAT,1995,Role-Playing,0.0,0.0,0.38,0.0,,,,otros,0.38
junior classic games,DS,2009,Misc,0.26,0.09,0.0,0.03,,,E,nintendo,0.38
marvel nemesis: rise of the imperfects,GC,2005,Fighting,0.3,0.08,0.0,0.01,54.0,57.0,T,nintendo,0.39
espn extreme games,PS,1994,Sports,0.11,0.08,0.17,0.03,,,,play,0.39
brunswick pro bowling,Wii,2007,Sports,0.35,0.01,0.0,0.03,52.0,54.0,E,nintendo,0.39
ninja: shadow of darkness,PS,1998,Action,0.21,0.14,0.0,0.02,,,,play,0.37
wolfenstein: the new order,X360,2014,Shooter,0.18,0.17,0.0,0.03,,74.0,M,xbox,0.38
sd gundam g generation-f,PS,2000,Strategy,0.0,0.0,0.36,0.02,,,,play,0.38
bratz: rock angelz,PS2,2005,Misc,0.19,0.15,0.0,0.05,60.0,51.0,E,play,0.39
flatout,PS2,2004,Racing,0.19,0.15,0.0,0.05,70.0,85.0,T,play,0.39
phoenix wright: ace attorney - dual destinies,3DS,2013,Adventure,0.0,0.0,0.38,0.0,,,,nintendo,0.38
battlefield 1,PC,2016,Shooter,0.11,0.24,0.0,0.03,88.0,76.0,M,pc,0.38
ssx 3,GC,2003,Sports,0.29,0.08,0.0,0.01,92.0,87.0,E,nintendo,0.38
metal gear solid: snake eater 3d,3DS,2012,Action,0.15,0.11,0.1,0.02,78.0,78.0,M,nintendo,0.38
raving rabbids: travel in time 3d,3DS,2011,Platform,0.11,0.23,0.0,0.04,,,,nintendo,0.38
ncaa football 11,PS2,2010,Sports,0.19,0.15,0.0,0.05,,,E,play,0.39
lilo & stitch 2: hämsterviel havoc,GBA,2004,Action,0.27,0.1,0.0,0.01,,,,nintendo,0.38
locoroco,PSP,2006,Platform,0.14,0.04,0.16,0.03,83.0,87.0,E,play,0.37
risk: global domination,PS2,2003,Strategy,0.19,0.15,0.0,0.05,60.0,88.0,T,play,0.39
deus ex: mankind divided,PS4,2016,Role-Playing,0.11,0.21,0.0,0.06,84.0,76.0,M,play,0.38
mobile suit gundam version 20,PS,1996,Action,0.0,0.0,0.36,0.02,,,,play,0.38
fifa 17,X360,2016,Sports,0.07,0.28,0.0,0.03,,17.0,E,xbox,0.38
grandia xtreme,PS2,2002,Role-Playing,0.07,0.05,0.25,0.02,68.0,65.0,T,play,0.39
tamagotchi connection: corner shop 3,DS,2007,Simulation,0.06,0.0,0.31,0.01,57.0,,E,nintendo,0.38
silent scope,PS2,2000,Shooter,0.19,0.15,0.0,0.05,63.0,,M,play,0.39
final fantasy adventure,GB,1991,Role-Playing,0.0,0.0,0.38,0.0,,,,nintendo,0.38
dora the explorer: dora saves the snow princess,PS2,2008,Platform,0.19,0.15,0.0,0.05,,,E,play,0.39
the incredible hulk,PS2,2008,Action,0.32,0.01,0.0,0.05,50.0,60.0,T,play,0.38
mercenaries 2: world in flames,PS2,2008,Shooter,0.21,0.0,0.0,0.17,49.0,74.0,T,play,0.38
saints row: the third,PC,2011,Action,0.16,0.16,0.0,0.06,84.0,81.0,M,pc,0.38
ghost trick: phantom detective,DS,2010,Adventure,0.17,0.07,0.12,0.02,83.0,90.0,T,nintendo,0.38
tokimeki memorial: forever with you,SAT,1996,Simulation,0.0,0.0,0.38,0.0,,,,otros,0.38
medievil ii,PS,1999,Action,0.21,0.14,0.0,0.02,,,,play,0.37
hunter: the reckoning,XB,2002,Action,0.28,0.08,0.0,0.01,79.0,89.0,M,xbox,0.37
mx vs atv untamed,PS2,2007,Racing,0.32,0.01,0.0,0.05,53.0,82.0,E,play,0.38
rogue trip: vacation 2012,PS,1998,Racing,0.21,0.14,0.0,0.02,,,,play,0.37
phantasy star ø,DS,2008,Role-Playing,0.16,0.0,0.2,0.01,,,,nintendo,0.37
dawn of discovery,PC,2009,Simulation,0.0,0.32,0.0,0.06,82.0,88.0,T,pc,0.38
dai-4-ji super robot taisen,SNES,1995,Strategy,0.0,0.0,0.38,0.0,,,,nintendo,0.38
tales of hearts,PSV,2013,Role-Playing,0.11,0.11,0.09,0.07,,,,play,0.38
get fit with mel b,PS3,2010,Sports,0.15,0.16,0.0,0.07,73.0,58.0,E,play,0.38
ice age: dawn of the dinosaurs,DS,2009,Action,0.2,0.15,0.0,0.04,54.0,,E,nintendo,0.39
pokemon channel,GC,2003,Adventure,0.24,0.06,0.07,0.01,55.0,60.0,E,nintendo,0.38
taiko no tatsujin portable dx,PSP,2011,Misc,0.0,0.0,0.38,0.0,,,,play,0.38
etrian odyssey iv: legends of the titans,3DS,2012,Role-Playing,0.12,0.05,0.2,0.01,,,,nintendo,0.38
sesame street: elmo's a-to-zoo adventure,Wii,2010,Misc,0.35,0.0,0.0,0.02,,,EC,nintendo,0.37
iron man 2,PSP,2010,Action,0.18,0.12,0.0,0.07,49.0,,T,play,0.37
moto racer world tour,PS,2000,Racing,0.21,0.14,0.0,0.02,,,,play,0.37
virtua tennis 2009,PS3,2009,Sports,0.09,0.22,0.0,0.06,70.0,63.0,E,play,0.37
the dog island,Wii,2007,Adventure,0.34,0.01,0.0,0.03,70.0,81.0,E,nintendo,0.38
ncaa final four 2000,PS,1999,Sports,0.21,0.14,0.0,0.02,,,,play,0.37
madagascar: escape 2 africa,PS2,2008,Action,0.12,0.0,0.0,0.26,56.0,58.0,E,play,0.38
need for speed: nitro,DS,2009,Racing,0.21,0.13,0.0,0.04,70.0,63.0,E10+,nintendo,0.38
naruto shippuden: ultimate ninja heroes 3,PSP,2009,Fighting,0.13,0.04,0.19,0.03,61.0,66.0,T,play,0.39
tiger woods pga tour 08,PSP,2007,Sports,0.14,0.15,0.0,0.09,72.0,,E,play,0.38
cabela's dangerous hunts 2009,Wii,2008,Sports,0.35,0.0,0.0,0.03,,45.0,T,nintendo,0.38
petz rescue: wildlife vet,DS,2008,Simulation,0.35,0.0,0.0,0.03,,,E,nintendo,0.38
dancing with the stars: we dance!,Wii,2008,Misc,0.35,0.0,0.0,0.03,,,,nintendo,0.38
age of empires iii,PC,2005,Strategy,0.0,0.33,0.0,0.05,81.0,77.0,T,pc,0.38
madden nfl 11,PSP,2010,Sports,0.35,0.0,0.0,0.03,,,E,play,0.38
gravitar,2600,1982,Action,0.35,0.02,0.0,0.0,,,,otros,0.37
eyetoy play 2,PS2,2004,Misc,0.18,0.14,0.0,0.05,78.0,70.0,E10+,play,0.37
mobile suit gundam: extreme vs full boost,PS3,2014,Fighting,0.0,0.0,0.38,0.0,,,,play,0.38
dance dance revolution ultramix 3,XB,2005,Simulation,0.28,0.08,0.0,0.01,75.0,86.0,E10+,xbox,0.37
lego marvel super heroes,DS,2013,Action,0.22,0.13,0.0,0.03,,48.0,E10+,nintendo,0.38
wwe smackdown vs raw 2011,PS2,2010,Fighting,0.24,0.07,0.0,0.07,,78.0,T,play,0.38
pro evolution soccer 2011 3d,3DS,2011,Sports,0.11,0.13,0.11,0.02,73.0,67.0,E,nintendo,0.37
just dance 2014,PS3,2013,Misc,0.17,0.14,0.0,0.06,77.0,71.0,E10+,play,0.37
wii sports club,WiiU,2014,Sports,0.17,0.14,0.04,0.03,68.0,70.0,E10+,nintendo,0.38
harry potter and the prisoner of azkaban,GC,2004,Action,0.29,0.08,0.0,0.01,67.0,73.0,E,nintendo,0.38
paws & claws: pampered pets,DS,2009,Simulation,0.35,0.0,0.0,0.03,,,,nintendo,0.38
puppy palace,DS,2008,Simulation,0.35,0.0,0.0,0.03,,,E,nintendo,0.38
peppa pig: the game,Wii,2009,Misc,0.0,0.34,0.0,0.03,,,,nintendo,0.37
skylanders giants,WiiU,2012,Action,0.22,0.12,0.0,0.03,80.0,69.0,E10+,nintendo,0.37
grid 2,PS3,2013,Racing,0.07,0.22,0.01,0.08,82.0,66.0,E,play,0.38
solaris,2600,1986,Shooter,0.35,0.02,0.0,0.0,,,,otros,0.37
resident evil zero,PS4,2016,Action,0.1,0.17,0.05,0.05,,,,play,0.37
super dragon ball z,PS2,2006,Fighting,0.09,0.07,0.19,0.02,72.0,58.0,T,play,0.37
scooby-doo! and the spooky swamp,DS,2010,Action,0.25,0.09,0.0,0.03,,,,nintendo,0.37
petz rescue: ocean patrol,DS,2008,Adventure,0.35,0.0,0.0,0.03,,,E,nintendo,0.38
tobal 2,PS,1997,Fighting,0.0,0.0,0.35,0.02,,,,play,0.37
farming simulator 2015,PS3,2015,Simulation,0.11,0.2,0.0,0.06,,,,play,0.37
nba 2k10,Wii,2009,Sports,0.34,0.0,0.0,0.03,,86.0,E,nintendo,0.37
persona 5,PS4,2016,Role-Playing,0.0,0.0,0.37,0.0,,,,play,0.37
disney sing it,PS3,2008,Misc,0.28,0.06,0.0,0.04,54.0,35.0,E,play,0.38
tiger woods pga tour 09,PS2,2008,Sports,0.16,0.0,0.0,0.21,,43.0,E,play,0.37
ultimate spider-man,GC,2005,Action,0.29,0.07,0.0,0.01,76.0,72.0,T,nintendo,0.37
nba inside drive 2002,XB,2002,Sports,0.28,0.08,0.0,0.01,76.0,,E,xbox,0.37
major league baseball 2k6,X360,2006,Sports,0.34,0.0,0.0,0.03,66.0,39.0,E,xbox,0.37
imagine: party babyz,Wii,2008,Simulation,0.33,0.02,0.0,0.03,,61.0,E,nintendo,0.38
lego star wars iii: the clone wars,PSP,2011,Action,0.14,0.15,0.0,0.08,63.0,,E10+,play,0.37
nba 2k7,PS3,2006,Sports,0.3,0.04,0.0,0.03,80.0,74.0,E,play,0.37
kileak: the dna imperative,PS,1994,Shooter,0.08,0.06,0.21,0.02,,,,play,0.37
petz: catz 2,PS2,2006,Simulation,0.18,0.14,0.0,0.05,,,E,play,0.37
just dance 4,WiiU,2012,Misc,0.21,0.13,0.0,0.03,66.0,78.0,E10+,nintendo,0.37
phantasy star portable 2: infinity,PSP,2011,Role-Playing,0.0,0.0,0.37,0.0,,,,play,0.37
"monsters, inc scream arena",GC,2002,Platform,0.29,0.07,0.0,0.01,39.0,47.0,E,nintendo,0.37
reel fishing iii,PS2,2003,Sports,0.18,0.14,0.0,0.05,,78.0,E,play,0.37
cabela's deer hunt 2005 season,PS2,2004,Sports,0.18,0.14,0.0,0.05,,87.0,T,play,0.37
monster jam: path of destruction,DS,2010,Racing,0.34,0.0,0.0,0.03,,,E,nintendo,0.37
need for speed: hot pursuit,PC,2010,Racing,0.12,0.2,0.0,0.05,86.0,67.0,E10+,pc,0.37
rampage: total destruction,PS2,2006,Action,0.18,0.14,0.0,0.05,51.0,70.0,E10+,play,0.37
high heat major league baseball 2003,PS2,2002,Sports,0.18,0.14,0.0,0.05,84.0,79.0,E,play,0.37
trivial pursuit,X360,2009,Misc,0.12,0.21,0.0,0.04,66.0,64.0,E,xbox,0.37
super formation soccer 94,SNES,1994,Sports,0.0,0.0,0.37,0.0,,,,nintendo,0.37
kingdom under fire: circle of doom,X360,2007,Role-Playing,0.18,0.12,0.04,0.03,55.0,59.0,M,xbox,0.37
panzer dragoon,SAT,1995,Shooter,0.0,0.0,0.37,0.0,,,,otros,0.37
spider-man: friend or foe,PS2,2007,Action,0.31,0.01,0.0,0.05,62.0,83.0,E10+,play,0.37
yarudora series vol1: double cast,PS,1998,Adventure,0.0,0.0,0.35,0.02,,,,play,0.37
rec room games,Wii,2009,Sports,0.35,0.0,0.0,0.03,,,E,nintendo,0.38
ea sports mma,PS3,2010,Fighting,0.16,0.14,0.01,0.06,77.0,69.0,T,play,0.37
guitar hero on tour: modern hits,DS,2009,Misc,0.13,0.2,0.0,0.04,70.0,63.0,E10+,nintendo,0.37
quake 4,X360,2005,Shooter,0.32,0.02,0.0,0.03,75.0,67.0,M,xbox,0.37
tiger woods pga tour 14,PS3,2013,Sports,0.16,0.14,0.0,0.07,74.0,38.0,E,play,0.37
skate,PS3,2007,Sports,0.29,0.04,0.0,0.03,85.0,82.0,T,play,0.36
cabela's big game hunter 2012,Wii,2011,Sports,0.33,0.02,0.0,0.02,,,T,nintendo,0.37
fushigi no dungeon: furai no shiren 2 - oni shuurai! shiren shiro!,N64,2000,Role-Playing,0.0,0.0,0.32,0.05,,,,nintendo,0.37
turok: rage wars,N64,1999,Shooter,0.3,0.06,0.0,0.0,,,,nintendo,0.36
scooby-doo! classic creep capers,N64,2000,Action,0.3,0.06,0.0,0.0,,,,nintendo,0.36
rage,PC,2011,Shooter,0.14,0.18,0.0,0.06,79.0,52.0,M,pc,0.38
dragonfire,2600,1981,Action,0.35,0.02,0.0,0.0,,,,otros,0.37
custom robo,GC,2004,Role-Playing,0.29,0.07,0.0,0.01,65.0,81.0,T,nintendo,0.37
prince of persia: the forgotten sands,PSP,2010,Action,0.09,0.18,0.01,0.1,65.0,74.0,T,play,0.38
bioshock the collection,PS4,2016,Shooter,0.1,0.19,0.02,0.06,84.0,85.0,M,play,0.37
theatrhythm final fantasy: curtain call,3DS,2014,Misc,0.13,0.08,0.15,0.02,83.0,82.0,T,nintendo,0.38
dirt 2,Wii,2009,Racing,0.1,0.22,0.0,0.04,51.0,55.0,E10+,nintendo,0.36
pac-man world 2,GC,2002,Action,0.28,0.07,0.0,0.01,74.0,83.0,E,nintendo,0.36
kotoba no puzzle: mojipittan ds,DS,2007,Puzzle,0.0,0.0,0.37,0.0,,,,nintendo,0.37
tomb raider: legend,X360,2006,Action,0.27,0.07,0.01,0.03,80.0,73.0,T,xbox,0.38
rocket league,PS4,2016,Sports,0.03,0.28,0.0,0.05,85.0,87.0,E,play,0.36
the bigs,Wii,2007,Sports,0.34,0.0,0.0,0.03,66.0,71.0,E,nintendo,0.37
barbie horse adventures: blue ribbon race,GBA,2003,Sports,0.26,0.1,0.0,0.01,,,,nintendo,0.37
destiny: the taken king,PS3,2015,Shooter,0.17,0.11,0.02,0.06,,55.0,T,play,0.36
skylanders: superchargers,PS3,2015,Action,0.16,0.15,0.0,0.06,,42.0,E10+,play,0.37
the legend of spyro: a new beginning,DS,2006,Platform,0.33,0.01,0.0,0.03,68.0,68.0,E,nintendo,0.37
imagine: salon stylist,DS,2009,Simulation,0.23,0.1,0.0,0.03,,,E,nintendo,0.36
juiced 2: hot import nights,PSP,2007,Racing,0.06,0.2,0.0,0.11,73.0,78.0,T,play,0.37
slime morimori dragon quest: shougeki no shippo dan,GBA,2003,Adventure,0.0,0.0,0.36,0.01,,,,nintendo,0.37
dungeon siege iii,X360,2011,Role-Playing,0.21,0.12,0.01,0.03,72.0,59.0,T,xbox,0.37
hell's kitchen: the game,DS,2008,Simulation,0.34,0.0,0.0,0.03,,,,nintendo,0.37
dirt rally,PS4,2016,Racing,0.04,0.27,0.0,0.05,85.0,81.0,E,play,0.36
nfl street 2 unleashed,PSP,2005,Sports,0.34,0.0,0.0,0.03,73.0,74.0,E,play,0.37
super robot taisen ex,SNES,1994,Strategy,0.0,0.0,0.37,0.0,,,,nintendo,0.37
fifa street 2,PS2,2006,Sports,0.17,0.13,0.02,0.04,59.0,77.0,E,play,0.36
virtua tennis 2009,Wii,2009,Sports,0.12,0.21,0.0,0.04,73.0,77.0,E,nintendo,0.37
overlord: dark legend,Wii,2009,Action,0.11,0.22,0.0,0.04,68.0,79.0,T,nintendo,0.37
bottom of the 9th,N64,1999,Sports,0.37,0.0,0.0,0.0,,,,nintendo,0.37
the legend of spyro: the eternal night,DS,2007,Platform,0.32,0.02,0.0,0.03,56.0,27.0,E,nintendo,0.37
shin megami tensei ii,SNES,1994,Role-Playing,0.0,0.0,0.37,0.0,,,,nintendo,0.37
harry potter and the order of the phoenix,PSP,2007,Action,0.1,0.17,0.0,0.1,52.0,76.0,E10+,play,0.37
wanted: weapons of fate,X360,2009,Shooter,0.17,0.15,0.0,0.04,62.0,75.0,M,xbox,0.36
xenosaga episode iii: also sprach zarathustra,PS2,2006,Role-Playing,0.09,0.07,0.18,0.02,81.0,90.0,T,play,0.36
skylanders: trap team,XOne,2014,Action,0.26,0.07,0.0,0.04,,,,xbox,0.37
rune factory: frontier,Wii,2008,Role-Playing,0.16,0.13,0.04,0.03,79.0,85.0,E10+,nintendo,0.36
virtua fighter 3tb,DC,1998,Fighting,0.0,0.0,0.37,0.0,,,,otros,0.37
medieval ii: total war gold edition,PC,2008,Strategy,0.0,0.34,0.0,0.03,,80.0,T,pc,0.37
mini ninjas,Wii,2009,Action,0.16,0.16,0.0,0.04,79.0,83.0,E10+,nintendo,0.36
naruto shippuden: ninja destiny 2,DS,2008,Fighting,0.19,0.02,0.13,0.02,55.0,57.0,T,nintendo,0.36
mini-yonku gb: let's & go!!,GB,1997,Strategy,0.0,0.0,0.37,0.0,,,,nintendo,0.37
scribblenauts: unlimited,WiiU,2012,Action,0.25,0.09,0.0,0.03,73.0,74.0,E10+,nintendo,0.37
the house of the dead: overkill - extended cut,PS3,2011,Shooter,0.15,0.16,0.0,0.06,,,,play,0.37
marvel: ultimate alliance,PSP,2006,Role-Playing,0.33,0.0,0.0,0.03,81.0,75.0,T,play,0.36
the sims 2: castaway,PS2,2007,Simulation,0.3,0.01,0.0,0.05,71.0,80.0,T,play,0.36
ncaa football 07,PSP,2006,Sports,0.34,0.0,0.0,0.03,75.0,79.0,E,play,0.37
batman: arkham city,WiiU,2012,Action,0.16,0.18,0.0,0.03,,,,nintendo,0.37
fragile dreams: farewell ruins of the moon,Wii,2009,Role-Playing,0.16,0.12,0.06,0.03,67.0,83.0,T,nintendo,0.37
goldeneye: rogue agent,GC,2004,Shooter,0.28,0.07,0.0,0.01,60.0,67.0,T,nintendo,0.36
need for speed: the run,PC,2011,Action,0.09,0.21,0.0,0.07,69.0,58.0,T,pc,0.37
zero4 champ rr,SNES,1994,Sports,0.0,0.0,0.36,0.0,,,,nintendo,0.36
dragon ball z: infinite world,PS2,2008,Fighting,0.08,0.06,0.21,0.02,48.0,79.0,T,play,0.37
elite beat agents,DS,2006,Misc,0.3,0.03,0.0,0.03,87.0,86.0,E10+,nintendo,0.36
nonomura byoin no hitobito,SAT,1996,Adventure,0.0,0.0,0.36,0.0,,,,otros,0.36
espn x games skateboarding,PS2,2001,Sports,0.18,0.14,0.0,0.05,58.0,78.0,E,play,0.37
sid meier's civilization: beyond earth,PC,2014,Strategy,0.11,0.22,0.0,0.03,81.0,55.0,E10+,pc,0.36
nhl 15,PS3,2014,Sports,0.21,0.09,0.0,0.06,,16.0,E10+,play,0.36
castlevania: order of ecclesia,DS,2008,Platform,0.27,0.02,0.04,0.03,85.0,87.0,T,nintendo,0.36
build-a-bear workshop: a friend fur all seasons,Wii,2008,Simulation,0.33,0.0,0.0,0.03,,,E,nintendo,0.36
dreamworks madagascar kartz,DS,2009,Racing,0.25,0.08,0.0,0.03,,,E,nintendo,0.36
left 4 dead 2,PC,2009,Shooter,0.0,0.32,0.0,0.04,89.0,85.0,M,pc,0.36
green day: rock band,Wii,2010,Misc,0.22,0.11,0.0,0.03,76.0,88.0,T,nintendo,0.36
"999: nine hours, nine persons, nine doors",DS,2009,Adventure,0.31,0.0,0.03,0.02,,,,nintendo,0.36
super fire prowrestling special,SNES,1994,Fighting,0.0,0.0,0.36,0.0,,,,nintendo,0.36
star fox: zero,WiiU,2016,Shooter,0.17,0.1,0.07,0.03,69.0,74.0,E10+,nintendo,0.37
saw,PS3,2009,Action,0.13,0.17,0.0,0.06,59.0,64.0,M,play,0.36
yuu yuu hakusho,SNES,1993,Fighting,0.0,0.0,0.36,0.0,,,,nintendo,0.36
tom clancy's hawx 2,X360,2010,Action,0.24,0.09,0.01,0.03,68.0,63.0,T,xbox,0.37
kamaitachi no yoru 2,PS2,2002,Adventure,0.0,0.0,0.36,0.0,,,,play,0.36
high heat major league baseball 2004,PS2,2003,Sports,0.18,0.14,0.0,0.05,83.0,81.0,E,play,0.37
robots,PS2,2005,Action,0.18,0.14,0.0,0.05,53.0,60.0,E,play,0.37
narc,PS2,2005,Shooter,0.18,0.14,0.0,0.05,50.0,70.0,M,play,0.37
one piece: gigant battle!,DS,2010,Fighting,0.0,0.0,0.36,0.0,,,,nintendo,0.36
dragon ball z: attack of the saiyans,DS,2009,Role-Playing,0.12,0.02,0.21,0.01,73.0,79.0,E10+,nintendo,0.36
my horse & me,DS,2007,Sports,0.33,0.0,0.0,0.03,,,,nintendo,0.36
bionic commando,PS3,2009,Platform,0.12,0.17,0.01,0.06,71.0,74.0,M,play,0.36
monster rancher 3,PS2,2001,Simulation,0.11,0.09,0.14,0.03,77.0,85.0,E,play,0.37
the incredibles: rise of the underminer,PS2,2005,Action,0.18,0.14,0.0,0.05,60.0,71.0,E10+,play,0.37
sword art online: lost song,PSV,2015,Role-Playing,0.06,0.04,0.23,0.03,70.0,71.0,T,play,0.36
mechwarrior 2: 31st century combat,PS,1997,Simulation,0.2,0.14,0.0,0.02,,,,play,0.36
zoo tycoon (2013),XOne,2013,Simulation,0.18,0.15,0.0,0.03,,,,xbox,0.36
hamtaro: ham-ham heartbreak,GBA,2002,Action,0.26,0.1,0.0,0.01,72.0,93.0,E,nintendo,0.37
okage: shadow king,PS2,2001,Role-Playing,0.14,0.11,0.08,0.04,70.0,85.0,T,play,0.37
mobile suit z-gundam,PS,1997,Action,0.0,0.0,0.34,0.02,,,,play,0.36
